t;v
35.13;68.495
35.14;68.495
35.15;68.455
35.16;68.455
35.17;68.46
35.18;68.46
35.19;68.43
35.2;68.43
35.21;68.35
35.22;68.35
35.23;68.35
35.24;68.35
35.25;68.37
35.26;68.37
35.27;68.34
35.28;68.34
35.29;68.36
35.3;68.36
35.31;68.28
35.32;68.28
35.33;68.265
35.34;68.265
35.35;68.295
35.36;68.295
35.37;68.255
35.38;68.255
35.39;68.26
35.4;68.26
35.41;68.265
35.42;68.265
35.43;68.23
35.44;68.23
35.45;68.205
35.46;68.205
35.47;68.22
35.48;68.22
35.49;68.205
35.5;68.205
35.51;68.215
35.52;68.215
35.53;68.165
35.54;68.165
35.55;68.125
35.56;68.125
35.57;68.11
35.58;68.11
35.59;68.1
35.6;68.1
35.61;68.075
35.62;68.075
35.63;68.075
35.64;68.075
35.65;68.025
35.66;68.025
35.67;68.02
35.68;68.02
35.69;68.015
35.7;68.015
35.71;67.985
35.72;67.985
35.73;67.975
35.74;67.975
35.75;67.995
35.76;67.995
35.77;67.915
35.78;67.915
35.79;67.93
35.8;67.93
35.81;67.925
35.82;67.925
35.83;67.92
35.84;67.92
35.85;67.93
35.86;67.93
35.87;67.9
35.88;67.9
35.89;67.895
35.9;67.895
35.91;67.81
35.92;67.81
35.93;67.83
35.94;67.83
35.95;67.835
35.96;67.835
35.97;67.82
35.98;67.82
35.99;67.75
36;67.75
36.01;67.765
36.02;67.765
36.03;67.73
36.04;67.73
36.05;67.74
36.06;67.74
36.07;67.75
36.08;67.75
36.09;67.705
36.1;67.705
36.11;67.695
36.12;67.695
36.13;67.635
36.14;67.635
36.15;67.66
36.16;67.66
36.17;67.675
36.18;67.675
36.19;67.6
36.2;67.6
36.21;67.61
36.22;67.61
36.23;67.62
36.24;67.62
36.25;67.565
36.26;67.565
36.27;67.57
36.28;67.57
36.29;67.57
36.3;67.57
36.31;67.54
36.32;67.54
36.33;67.53
36.34;67.53
36.35;67.475
36.36;67.475
36.37;67.45
36.38;67.45
36.39;67.48
36.4;67.48
36.41;67.46
36.42;67.46
36.43;67.435
36.44;67.435
36.45;67.43
36.46;67.43
36.47;67.435
36.48;67.435
36.49;67.415
36.5;67.415
36.51;67.43
36.52;67.43
36.53;67.365
36.54;67.365
36.55;67.36
36.56;67.36
36.57;67.335
36.58;67.335
36.59;67.31
36.6;67.31
36.61;67.345
36.62;67.345
36.63;67.32
36.64;67.32
36.65;67.26
36.66;67.26
36.67;67.27
36.68;67.27
36.69;67.275
36.7;67.275
36.71;67.275
36.72;67.275
36.73;67.295
36.74;67.295
36.75;67.21
36.76;67.21
36.77;67.185
36.78;67.185
36.79;67.21
36.8;67.21
36.81;67.165
36.82;67.165
36.83;67.15
36.84;67.15
36.85;67.14
36.86;67.14
36.87;67.1
36.88;67.1
36.89;67.07
36.9;67.07
36.91;67.055
36.92;67.055
36.93;67.06
36.94;67.06
36.95;67.03
36.96;67.03
36.97;67.015
36.98;67.015
36.99;67.04
37;67.04
37.01;67.06
37.02;67.06
37.03;66.975
37.04;66.975
37.05;66.96
37.06;66.96
37.07;66.985
37.08;66.985
37.09;66.945
37.1;66.945
37.11;66.9
37.12;66.9
37.13;66.915
37.14;66.915
37.15;66.915
37.16;66.915
37.17;66.89
37.18;66.89
37.19;66.885
37.2;66.885
37.21;66.85
37.22;66.85
37.23;66.87
37.24;66.87
37.25;66.87
37.26;66.87
37.27;66.83
37.28;66.83
37.29;66.84
37.3;66.84
37.31;66.79
37.32;66.79
37.33;66.77
37.34;66.77
37.35;66.8
37.36;66.8
37.37;66.77
37.38;66.77
37.39;66.68
37.4;66.68
37.41;66.7
37.42;66.7
37.43;66.7
37.44;66.7
37.45;66.665
37.46;66.665
37.47;66.695
37.48;66.695
37.49;66.64
37.5;66.64
37.51;66.63
37.52;66.63
37.53;66.61
37.54;66.61
37.55;66.57
37.56;66.57
37.57;66.51
37.58;66.51
37.59;66.525
37.6;66.525
37.61;66.555
37.62;66.555
37.63;66.535
37.64;66.535
37.65;66.485
37.66;66.485
37.67;66.45
37.68;66.45
37.69;66.455
37.7;66.455
37.71;66.475
37.72;66.475
37.73;66.43
37.74;66.43
37.75;66.42
37.76;66.42
37.77;66.405
37.78;66.405
37.79;66.375
37.8;66.375
37.81;66.39
37.82;66.39
37.83;66.385
37.84;66.385
37.85;66.36
37.86;66.36
37.87;66.31
37.88;66.31
37.89;66.295
37.9;66.295
37.91;66.295
37.92;66.295
37.93;66.315
37.94;66.315
37.95;66.345
37.96;66.345
37.97;66.225
37.98;66.225
37.99;66.235
38;66.235
38.01;66.21
38.02;66.21
38.03;66.185
38.04;66.185
38.05;66.195
38.06;66.195
38.07;66.22
38.08;66.22
38.09;66.125
38.1;66.125
38.11;66.12
38.12;66.12
38.13;66.125
38.14;66.125
38.15;66.135
38.16;66.135
38.17;66.11
38.18;66.11
38.19;66.135
38.2;66.135
38.21;66.095
38.22;66.095
38.23;66.025
38.24;66.025
38.25;66.015
38.26;66.015
38.27;66.035
38.28;66.035
38.29;66.015
38.3;66.015
38.31;65.995
38.32;65.995
38.33;65.935
38.34;65.935
38.35;65.93
38.36;65.93
38.37;65.95
38.38;65.95
38.39;65.915
38.4;65.915
38.41;65.905
38.42;65.905
38.43;65.895
38.44;65.895
38.45;65.875
38.46;65.875
38.47;65.805
38.48;65.805
38.49;65.82
38.5;65.82
38.51;65.845
38.52;65.845
38.53;65.845
38.54;65.845
38.55;65.815
38.56;65.815
38.57;65.78
38.58;65.78
38.59;65.78
38.6;65.78
38.61;65.775
38.62;65.775
38.63;65.76
38.64;65.76
38.65;65.775
38.66;65.775
38.67;65.745
38.68;65.745
38.69;65.67
38.7;65.67
38.71;65.68
38.72;65.68
38.73;65.675
38.74;65.675
38.75;65.69
38.76;65.69
38.77;65.68
38.78;65.68
38.79;65.62
38.8;65.62
38.81;65.59
38.82;65.59
38.83;65.58
38.84;65.58
38.85;65.585
38.86;65.585
38.87;65.605
38.88;65.605
38.89;65.585
38.9;65.585
38.91;65.525
38.92;65.525
38.93;65.525
38.94;65.525
38.95;65.49
38.96;65.49
38.97;65.525
38.98;65.525
38.99;65.505
39;65.505
39.01;65.445
39.02;65.445
39.03;65.375
39.04;65.375
39.05;65.39
39.06;65.39
39.07;65.36
39.08;65.36
39.09;65.38
39.1;65.38
39.11;65.37
39.12;65.37
39.13;65.345
39.14;65.345
39.15;65.32
39.16;65.32
39.17;65.305
39.18;65.305
39.19;65.305
39.2;65.305
39.21;65.32
39.22;65.32
39.23;65.33
39.24;65.33
39.25;65.3
39.26;65.3
39.27;65.24
39.28;65.24
39.29;65.26
39.3;65.26
39.31;65.215
39.32;65.215
39.33;65.235
39.34;65.235
39.35;65.21
39.36;65.21
39.37;65.235
39.38;65.235
39.39;65.175
39.4;65.175
39.41;65.18
39.42;65.18
39.43;65.2
39.44;65.2
39.45;65.18
39.46;65.18
39.47;65.12
39.48;65.12
39.49;65.085
39.5;65.085
39.51;65.065
39.52;65.065
39.53;65.05
39.54;65.05
39.55;65.045
39.56;65.045
39.57;65.035
39.58;65.035
39.59;65
39.6;65
39.61;64.985
39.62;64.985
39.63;64.955
39.64;64.955
39.65;64.955
39.66;64.955
39.67;64.935
39.68;64.935
39.69;64.955
39.7;64.955
39.71;64.875
39.72;64.875
39.73;64.875
39.74;64.875
39.75;64.855
39.76;64.855
39.77;64.87
39.78;64.87
39.79;64.79
39.8;64.79
39.81;64.82
39.82;64.82
39.83;64.805
39.84;64.805
39.85;64.78
39.86;64.78
39.87;64.765
39.88;64.765
39.89;64.775
39.9;64.775
39.91;64.765
39.92;64.765
39.93;64.715
39.94;64.715
39.95;64.73
39.96;64.73
39.97;64.745
39.98;64.745
39.99;64.72
40;64.72
40.01;64.715
40.02;64.715
40.03;64.665
40.04;64.665
40.05;64.61
40.06;64.61
40.07;64.61
40.08;64.61
40.09;64.625
40.1;64.625
40.11;64.625
40.12;64.625
40.13;64.62
40.14;64.62
40.15;64.61
40.16;64.61
40.17;64.57
40.18;64.57
40.19;64.54
40.2;64.54
40.21;64.56
40.22;64.56
40.23;64.57
40.24;64.57
40.25;64.55
40.26;64.55
40.27;64.46
40.28;64.46
40.29;64.44
40.3;64.44
40.31;64.43
40.32;64.43
40.33;64.455
40.34;64.455
40.35;64.43
40.36;64.43
40.37;64.445
40.38;64.445
40.39;64.39
40.4;64.39
40.41;64.415
40.42;64.415
40.43;64.39
40.44;64.39
40.45;64.395
40.46;64.395
40.47;64.39
40.48;64.39
40.49;64.37
40.5;64.37
40.51;64.35
40.52;64.35
40.53;64.295
40.54;64.295
40.55;64.31
40.56;64.31
40.57;64.305
40.58;64.305
40.59;64.305
40.6;64.305
40.61;64.26
40.62;64.26
40.63;64.175
40.64;64.175
40.65;64.15
40.66;64.15
40.67;64.155
40.68;64.155
40.69;64.16
40.7;64.16
40.71;64.15
40.72;64.15
40.73;64.105
40.74;64.105
40.75;64.085
40.76;64.085
40.77;64.1
40.78;64.1
40.79;64.085
40.8;64.085
40.81;64.11
40.82;64.11
40.83;64.12
40.84;64.12
40.85;64.07
40.86;64.07
40.87;64.015
40.88;64.015
40.89;64.045
40.9;64.045
40.91;64.065
40.92;64.065
40.93;64.095
40.94;64.095
40.95;64.04
40.96;64.04
40.97;64.04
40.98;64.04
40.99;63.955
41;63.955
41.01;63.955
41.02;63.955
41.03;63.975
41.04;63.975
41.05;63.95
41.06;63.95
41.07;63.94
41.08;63.94
41.09;63.89
41.1;63.89
41.11;63.865
41.12;63.865
41.13;63.82
41.14;63.82
41.15;63.75
41.16;63.75
41.17;63.79
41.18;63.79
41.19;63.79
41.2;63.79
41.21;63.695
41.22;63.695
41.23;63.705
41.24;63.705
41.25;63.72
41.26;63.72
41.27;63.705
41.28;63.705
41.29;63.705
41.3;63.705
41.31;63.63
41.32;63.63
41.33;63.56
41.34;63.56
41.35;63.595
41.36;63.595
41.37;63.555
41.38;63.555
41.39;63.58
41.4;63.58
41.41;63.605
41.42;63.605
41.43;63.615
41.44;63.615
41.45;63.565
41.46;63.565
41.47;63.59
41.48;63.59
41.49;63.535
41.5;63.535
41.51;63.53
41.52;63.53
41.53;63.555
41.54;63.555
41.55;63.555
41.56;63.555
41.57;63.525
41.58;63.525
41.59;63.455
41.6;63.455
41.61;63.455
41.62;63.455
41.63;63.455
41.64;63.455
41.65;63.465
41.66;63.465
41.67;63.425
41.68;63.425
41.69;63.38
41.7;63.38
41.71;63.365
41.72;63.365
41.73;63.315
41.74;63.315
41.75;63.345
41.76;63.345
41.77;63.36
41.78;63.36
41.79;63.32
41.8;63.32
41.81;63.275
41.82;63.275
41.83;63.23
41.84;63.23
41.85;63.22
41.86;63.22
41.87;63.25
41.88;63.25
41.89;63.235
41.9;63.235
41.91;63.245
41.92;63.245
41.93;63.195
41.94;63.195
41.95;63.115
41.96;63.115
41.97;63.155
41.98;63.155
41.99;63.16
42;63.16
42.01;63.125
42.02;63.125
42.03;63.11
42.04;63.11
42.05;63.105
42.06;63.105
42.07;63.085
42.08;63.085
42.09;63.065
42.1;63.065
42.11;63.04
42.12;63.04
42.13;63.03
42.14;63.03
42.15;63.055
42.16;63.055
42.17;63.08
42.18;63.08
42.19;63
42.2;63
42.21;62.985
42.22;62.985
42.23;62.945
42.24;62.945
42.25;62.97
42.26;62.97
42.27;62.915
42.28;62.915
42.29;62.93
42.3;62.93
42.31;62.905
42.32;62.905
42.33;62.86
42.34;62.86
42.35;62.855
42.36;62.855
42.37;62.875
42.38;62.875
42.39;62.82
42.4;62.82
42.41;62.805
42.42;62.805
42.43;62.79
42.44;62.79
42.45;62.735
42.46;62.735
42.47;62.75
42.48;62.75
42.49;62.76
42.5;62.76
42.51;62.735
42.52;62.735
42.53;62.76
42.54;62.76
42.55;62.695
42.56;62.695
42.57;62.65
42.58;62.65
42.59;62.675
42.6;62.675
42.61;62.69
42.62;62.69
42.63;62.695
42.64;62.695
42.65;62.65
42.66;62.65
42.67;62.65
42.68;62.65
42.69;62.61
42.7;62.61
42.71;62.635
42.72;62.635
42.73;62.625
42.74;62.625
42.75;62.61
42.76;62.61
42.77;62.55
42.78;62.55
42.79;62.53
42.8;62.53
42.81;62.555
42.82;62.555
42.83;62.55
42.84;62.55
42.85;62.51
42.86;62.51
42.87;62.475
42.88;62.475
42.89;62.495
42.9;62.495
42.91;62.485
42.92;62.485
42.93;62.43
42.94;62.43
42.95;62.445
42.96;62.445
42.97;62.42
42.98;62.42
42.99;62.43
43;62.43
43.01;62.41
43.02;62.41
43.03;62.415
43.04;62.415
43.05;62.34
43.06;62.34
43.07;62.36
43.08;62.36
43.09;62.37
43.1;62.37
43.11;62.335
43.12;62.335
43.13;62.305
43.14;62.305
43.15;62.315
43.16;62.315
43.17;62.29
43.18;62.29
43.19;62.295
43.2;62.295
43.21;62.285
43.22;62.285
43.23;62.22
43.24;62.22
43.25;62.23
43.26;62.23
43.27;62.225
43.28;62.225
43.29;62.2
43.3;62.2
43.31;62.18
43.32;62.18
43.33;62.18
43.34;62.18
43.35;62.125
43.36;62.125
43.37;62.09
43.38;62.09
43.39;62.11
43.4;62.11
43.41;62.13
43.42;62.13
43.43;62.105
43.44;62.105
43.45;62.105
43.46;62.105
43.47;62.05
43.48;62.05
43.49;62.07
43.5;62.07
43.51;62.04
43.52;62.04
43.53;62.035
43.54;62.035
43.55;62
43.56;62
43.57;62.01
43.58;62.01
43.59;61.97
43.6;61.97
43.61;61.935
43.62;61.935
43.63;61.895
43.64;61.895
43.65;61.915
43.66;61.915
43.67;61.945
43.68;61.945
43.69;61.89
43.7;61.89
43.71;61.885
43.72;61.885
43.73;61.86
43.74;61.86
43.75;61.82
43.76;61.82
43.77;61.825
43.78;61.825
43.79;61.85
43.8;61.85
43.81;61.85
43.82;61.85
43.83;61.775
43.84;61.775
43.85;61.695
43.86;61.695
43.87;61.695
43.88;61.695
43.89;61.715
43.9;61.715
43.91;61.72
43.92;61.72
43.93;61.725
43.94;61.725
43.95;61.675
43.96;61.675
43.97;61.705
43.98;61.705
43.99;61.68
44;61.68
44.01;61.655
44.02;61.655
44.03;61.635
44.04;61.635
44.05;61.63
44.06;61.63
44.07;61.62
44.08;61.62
44.09;61.57
44.1;61.57
44.11;61.555
44.12;61.555
44.13;61.505
44.14;61.505
44.15;61.525
44.16;61.525
44.17;61.535
44.18;61.535
44.19;61.485
44.2;61.485
44.21;61.425
44.22;61.425
44.23;61.43
44.24;61.43
44.25;61.445
44.26;61.445
44.27;61.46
44.28;61.46
44.29;61.485
44.3;61.485
44.31;61.41
44.32;61.41
44.33;61.385
44.34;61.385
44.35;61.37
44.36;61.37
44.37;61.39
44.38;61.39
44.39;61.39
44.4;61.39
44.41;61.385
44.42;61.385
44.43;61.35
44.44;61.35
44.45;61.35
44.46;61.35
44.47;61.305
44.48;61.305
44.49;61.32
44.5;61.32
44.51;61.275
44.52;61.275
44.53;61.29
44.54;61.29
44.55;61.29
44.56;61.29
44.57;61.23
44.58;61.23
44.59;61.235
44.6;61.235
44.61;61.21
44.62;61.21
44.63;61.21
44.64;61.21
44.65;61.19
44.66;61.19
44.67;61.195
44.68;61.195
44.69;61.135
44.7;61.135
44.71;61.145
44.72;61.145
44.73;61.115
44.74;61.115
44.75;61.11
44.76;61.11
44.77;61.12
44.78;61.12
44.79;61.06
44.8;61.06
44.81;61.055
44.82;61.055
44.83;61.035
44.84;61.035
44.85;61
44.86;61
44.87;61
44.88;61
44.89;61.025
44.9;61.025
44.91;61.025
44.92;61.025
44.93;60.98
44.94;60.98
44.95;60.96
44.96;60.96
44.97;60.995
44.98;60.995
44.99;60.945
45;60.945
45.01;60.93
45.02;60.93
45.03;60.965
45.04;60.965
45.05;60.93
45.06;60.93
45.07;60.88
45.08;60.88
45.09;60.89
45.1;60.89
45.11;60.85
45.12;60.85
45.13;60.87
45.14;60.87
45.15;60.84
45.16;60.84
45.17;60.815
45.18;60.815
45.19;60.835
45.2;60.835
45.21;60.775
45.22;60.775
45.23;60.785
45.24;60.785
45.25;60.775
45.26;60.775
45.27;60.7
45.28;60.7
45.29;60.675
45.3;60.675
45.31;60.705
45.32;60.705
45.33;60.685
45.34;60.685
45.35;60.67
45.36;60.67
45.37;60.685
45.38;60.685
45.39;60.695
45.4;60.695
45.41;60.625
45.42;60.625
45.43;60.615
45.44;60.615
45.45;60.615
45.46;60.615
45.47;60.555
45.48;60.555
45.49;60.58
45.5;60.58
45.51;60.575
45.52;60.575
45.53;60.545
45.54;60.545
45.55;60.525
45.56;60.525
45.57;60.525
45.58;60.525
45.59;60.435
45.6;60.435
45.61;60.425
45.62;60.425
45.63;60.42
45.64;60.42
45.65;60.42
45.66;60.42
45.67;60.425
45.68;60.425
45.69;60.36
45.7;60.36
45.71;60.36
45.72;60.36
45.73;60.35
45.74;60.35
45.75;60.335
45.76;60.335
45.77;60.36
45.78;60.36
45.79;60.35
45.8;60.35
45.81;60.33
45.82;60.33
45.83;60.335
45.84;60.335
45.85;60.275
45.86;60.275
45.87;60.28
45.88;60.28
45.89;60.305
45.9;60.305
45.91;60.25
45.92;60.25
45.93;60.255
45.94;60.255
45.95;60.26
45.96;60.26
45.97;60.195
45.98;60.195
45.99;60.19
46;60.19
46.01;60.185
46.02;60.185
46.03;60.155
46.04;60.155
46.05;60.18
46.06;60.18
46.07;60.145
46.08;60.145
46.09;60.16
46.1;60.16
46.11;60.095
46.12;60.095
46.13;60.11
46.14;60.11
46.15;60.06
46.16;60.06
46.17;60.055
46.18;60.055
46.19;60.065
46.2;60.065
46.21;60.03
46.22;60.03
46.23;60.015
46.24;60.015
46.25;60.02
46.26;60.02
46.27;60
46.28;60
46.29;59.96
46.3;59.96
46.31;59.97
46.32;59.97
46.33;59.995
46.34;59.995
46.35;59.95
46.36;59.95
46.37;59.94
46.38;59.94
46.39;59.915
46.4;59.915
46.41;59.855
46.42;59.855
46.43;59.86
46.44;59.86
46.45;59.865
46.46;59.865
46.47;59.815
46.48;59.815
46.49;59.81
46.5;59.81
46.51;59.805
46.52;59.805
46.53;59.755
46.54;59.755
46.55;59.76
46.56;59.76
46.57;59.755
46.58;59.755
46.59;59.745
46.6;59.745
46.61;59.76
46.62;59.76
46.63;59.735
46.64;59.735
46.65;59.71
46.66;59.71
46.67;59.68
46.68;59.68
46.69;59.645
46.7;59.645
46.71;59.68
46.72;59.68
46.73;59.665
46.74;59.665
46.75;59.68
46.76;59.68
46.77;59.655
46.78;59.655
46.79;59.62
46.8;59.62
46.81;59.585
46.82;59.585
46.83;59.58
46.84;59.58
46.85;59.55
46.86;59.55
46.87;59.56
46.88;59.56
46.89;59.565
46.9;59.565
46.91;59.545
46.92;59.545
46.93;59.515
46.94;59.515
46.95;59.485
46.96;59.485
46.97;59.48
46.98;59.48
46.99;59.49
47;59.49
47.01;59.505
47.02;59.505
47.03;59.455
47.04;59.455
47.05;59.44
47.06;59.44
47.07;59.405
47.08;59.405
47.09;59.355
47.1;59.355
47.11;59.375
47.12;59.375
47.13;59.395
47.14;59.395
47.15;59.335
47.16;59.335
47.17;59.34
47.18;59.34
47.19;59.28
47.2;59.28
47.21;59.29
47.22;59.29
47.23;59.275
47.24;59.275
47.25;59.3
47.26;59.3
47.27;59.315
47.28;59.315
47.29;59.235
47.3;59.235
47.31;59.21
47.32;59.21
47.33;59.215
47.34;59.215
47.35;59.205
47.36;59.205
47.37;59.215
47.38;59.215
47.39;59.235
47.4;59.235
47.41;59.16
47.42;59.16
47.43;59.165
47.44;59.165
47.45;59.15
47.46;59.15
47.47;59.125
47.48;59.125
47.49;59.11
47.5;59.11
47.51;59.125
47.52;59.125
47.53;59.055
47.54;59.055
47.55;59.02
47.56;59.02
47.57;59.03
47.58;59.03
47.59;59.005
47.6;59.005
47.61;58.97
47.62;58.97
47.63;58.96
47.64;58.96
47.65;58.945
47.66;58.945
47.67;58.915
47.68;58.915
47.69;58.91
47.7;58.91
47.71;58.89
47.72;58.89
47.73;58.825
47.74;58.825
47.75;58.86
47.76;58.86
47.77;58.875
47.78;58.875
47.79;58.875
47.8;58.875
47.81;58.82
47.82;58.82
47.83;58.845
47.84;58.845
47.85;58.805
47.86;58.805
47.87;58.805
47.88;58.805
47.89;58.79
47.9;58.79
47.91;58.79
47.92;58.79
47.93;58.78
47.94;58.78
47.95;58.735
47.96;58.735
47.97;58.74
47.98;58.74
47.99;58.7
48;58.7
48.01;58.73
48.02;58.73
48.03;58.695
48.04;58.695
48.05;58.685
48.06;58.685
48.07;58.71
48.08;58.71
48.09;58.665
48.1;58.665
48.11;58.63
48.12;58.63
48.13;58.635
48.14;58.635
48.15;58.63
48.16;58.63
48.17;58.62
48.18;58.62
48.19;58.585
48.2;58.585
48.21;58.545
48.22;58.545
48.23;58.525
48.24;58.525
48.25;58.51
48.26;58.51
48.27;58.5
48.28;58.5
48.29;58.49
48.3;58.49
48.31;58.45
48.32;58.45
48.33;58.44
48.34;58.44
48.35;58.42
48.36;58.42
48.37;58.395
48.38;58.395
48.39;58.39
48.4;58.39
48.41;58.37
48.42;58.37
48.43;58.335
48.44;58.335
48.45;58.35
48.46;58.35
48.47;58.355
48.48;58.355
48.49;58.335
48.5;58.335
48.51;58.305
48.52;58.305
48.53;58.305
48.54;58.305
48.55;58.265
48.56;58.265
48.57;58.28
48.58;58.28
48.59;58.285
48.6;58.285
48.61;58.215
48.62;58.215
48.63;58.22
48.64;58.22
48.65;58.24
48.66;58.24
48.67;58.23
48.68;58.23
48.69;58.145
48.7;58.145
48.71;58.165
48.72;58.165
48.73;58.165
48.74;58.165
48.75;58.165
48.76;58.165
48.77;58.12
48.78;58.12
48.79;58.115
48.8;58.115
48.81;58.11
48.82;58.11
48.83;58.1
48.84;58.1
48.85;58.095
48.86;58.095
48.87;58.095
48.88;58.095
48.89;58.04
48.9;58.04
48.91;58.025
48.92;58.025
48.93;58.025
48.94;58.025
48.95;57.98
48.96;57.98
48.97;57.965
48.98;57.965
48.99;57.985
49;57.985
49.01;57.975
49.02;57.975
49.03;57.945
49.04;57.945
49.05;57.975
49.06;57.975
49.07;57.9
49.08;57.9
49.09;57.92
49.1;57.92
49.11;57.93
49.12;57.93
49.13;57.93
49.14;57.93
49.15;57.875
49.16;57.875
49.17;57.86
49.18;57.86
49.19;57.845
49.2;57.845
49.21;57.795
49.22;57.795
49.23;57.805
49.24;57.805
49.25;57.825
49.26;57.825
49.27;57.795
49.28;57.795
49.29;57.79
49.3;57.79
49.31;57.735
49.32;57.735
49.33;57.715
49.34;57.715
49.35;57.71
49.36;57.71
49.37;57.735
49.38;57.735
49.39;57.685
49.4;57.685
49.41;57.68
49.42;57.68
49.43;57.65
49.44;57.65
49.45;57.645
49.46;57.645
49.47;57.645
49.48;57.645
49.49;57.59
49.5;57.59
49.51;57.575
49.52;57.575
49.53;57.58
49.54;57.58
49.55;57.605
49.56;57.605
49.57;57.55
49.58;57.55
49.59;57.515
49.6;57.515
49.61;57.515
49.62;57.515
49.63;57.49
49.64;57.49
49.65;57.48
49.66;57.48
49.67;57.5
49.68;57.5
49.69;57.49
49.7;57.49
49.71;57.48
49.72;57.48
49.73;57.47
49.74;57.47
49.75;57.44
49.76;57.44
49.77;57.44
49.78;57.44
49.79;57.43
49.8;57.43
49.81;57.45
49.82;57.45
49.83;57.39
49.84;57.39
49.85;57.33
49.86;57.33
49.87;57.345
49.88;57.345
49.89;57.33
49.9;57.33
49.91;57.25
49.92;57.25
49.93;57.29
49.94;57.29
49.95;57.295
49.96;57.295
49.97;57.235
49.98;57.235
49.99;57.25
50;57.25
50.01;57.26
50.02;57.26
50.03;57.215
50.04;57.215
50.05;57.22
50.06;57.22
50.07;57.24
50.08;57.24
50.09;57.215
50.1;57.215
50.11;57.155
50.12;57.155
50.13;57.155
50.14;57.155
50.15;57.155
50.16;57.155
50.17;57.085
50.18;57.085
50.19;57.115
50.2;57.115
50.21;57.135
50.22;57.135
50.23;57.09
50.24;57.09
50.25;57.11
50.26;57.11
50.27;57.065
50.28;57.065
50.29;57.045
50.3;57.045
50.31;57.065
50.32;57.065
50.33;57.08
50.34;57.08
50.35;57.03
50.36;57.03
50.37;57.005
50.38;57.005
50.39;57
50.4;57
50.41;56.98
50.42;56.98
50.43;56.925
50.44;56.925
50.45;56.93
50.46;56.93
50.47;56.94
50.48;56.94
50.49;56.915
50.5;56.915
50.51;56.875
50.52;56.875
50.53;56.86
50.54;56.86
50.55;56.86
50.56;56.86
50.57;56.805
50.58;56.805
50.59;56.795
50.6;56.795
50.61;56.8
50.62;56.8
50.63;56.82
50.64;56.82
50.65;56.785
50.66;56.785
50.67;56.78
50.68;56.78
50.69;56.765
50.7;56.765
50.71;56.75
50.72;56.75
50.73;56.75
50.74;56.75
50.75;56.74
50.76;56.74
50.77;56.715
50.78;56.715
50.79;56.715
50.8;56.715
50.81;56.72
50.82;56.72
50.83;56.66
50.84;56.66
50.85;56.665
50.86;56.665
50.87;56.66
50.88;56.66
50.89;56.65
50.9;56.65
50.91;56.65
50.92;56.65
50.93;56.6
50.94;56.6
50.95;56.54
50.96;56.54
50.97;56.555
50.98;56.555
50.99;56.555
51;56.555
51.01;56.555
51.02;56.555
51.03;56.54
51.04;56.54
51.05;56.54
51.06;56.54
51.07;56.47
51.08;56.47
51.09;56.445
51.1;56.445
51.11;56.46
51.12;56.46
51.13;56.445
51.14;56.445
51.15;56.39
51.16;56.39
51.17;56.41
51.18;56.41
51.19;56.42
51.2;56.42
51.21;56.375
51.22;56.375
51.23;56.39
51.24;56.39
51.25;56.39
51.26;56.39
51.27;56.41
51.28;56.41
51.29;56.32
51.3;56.32
51.31;56.34
51.32;56.34
51.33;56.305
51.34;56.305
51.35;56.29
51.36;56.29
51.37;56.295
51.38;56.295
51.39;56.27
51.4;56.27
51.41;56.265
51.42;56.265
51.43;56.265
51.44;56.265
51.45;56.245
51.46;56.245
51.47;56.24
51.48;56.24
51.49;56.205
51.5;56.205
51.51;56.18
51.52;56.18
51.53;56.175
51.54;56.175
51.55;56.115
51.56;56.115
51.57;56.125
51.58;56.125
51.59;56.14
51.6;56.14
51.61;56.085
51.62;56.085
51.63;56.04
51.64;56.04
51.65;56.06
51.66;56.06
51.67;55.975
51.68;55.975
51.69;55.975
51.7;55.975
51.71;56
51.72;56
51.73;55.995
51.74;55.995
51.75;55.99
51.76;55.99
51.77;55.985
51.78;55.985
51.79;56
51.8;56
51.81;55.94
51.82;55.94
51.83;55.9
51.84;55.9
51.85;55.915
51.86;55.915
51.87;55.89
51.88;55.89
51.89;55.91
51.9;55.91
51.91;55.885
51.92;55.885
51.93;55.86
51.94;55.86
51.95;55.86
51.96;55.86
51.97;55.845
51.98;55.845
51.99;55.83
52;55.83
52.01;55.805
52.02;55.805
52.03;55.79
52.04;55.79
52.05;55.81
52.06;55.81
52.07;55.75
52.08;55.75
52.09;55.755
52.1;55.755
52.11;55.785
52.12;55.785
52.13;55.755
52.14;55.755
52.15;55.725
52.16;55.725
52.17;55.735
52.18;55.735
52.19;55.705
52.2;55.705
52.21;55.705
52.22;55.705
52.23;55.71
52.24;55.71
52.25;55.66
52.26;55.66
52.27;55.615
52.28;55.615
52.29;55.645
52.3;55.645
52.31;55.65
52.32;55.65
52.33;55.625
52.34;55.625
52.35;55.63
52.36;55.63
52.37;55.635
52.38;55.635
52.39;55.545
52.4;55.545
52.41;55.54
52.42;55.54
52.43;55.525
52.44;55.525
52.45;55.545
52.46;55.545
52.47;55.51
52.48;55.51
52.49;55.48
52.5;55.48
52.51;55.48
52.52;55.48
52.53;55.46
52.54;55.46
52.55;55.44
52.56;55.44
52.57;55.43
52.58;55.43
52.59;55.435
52.6;55.435
52.61;55.455
52.62;55.455
52.63;55.375
52.64;55.375
52.65;55.36
52.66;55.36
52.67;55.35
52.68;55.35
52.69;55.325
52.7;55.325
